"Review","Date","Location"
"Bluehost Escalated Support is awful.
1. Despite multiple phone calls and emails it took over 1 year for them to include the correct Tax number on my invoices.

2. I paid for a domain renewal on 9 May 2024. and now Bluehost have been unable to provide me with a receipt for payment. I require the receipt for my Tax return. Between 9 May and 26 Jun I have phoned Bluehost 7 times and emailed 5 times. Every time I contact them they say they will look into the issue - but nothing is getting resolved. Every time you email you get a responses from a different person with each saying we will look into my case.
There is no direct method to reach the ""Escalated Support Team"" all you can do is email. I have requested that a supervisor from escalated support call me - guess what - no phone call

3. This is the list of 5 different people who have all emailed me saying they will ""look into my issue"":

Shubhashree J Escalated Support team
Sandesh P. from the Escalated Support Team
Disha D. from the Escalated Support team
Abhishek, U. from Escalated Support team
Lavanya S Escalated Support team

4. How hard can it be to write an invoice for the payment that you received nearly 2 months ago?

5. Here is my support ref number just in case the person who replies to reviews is looking S-2567414

6. If I could give you minus stars I would.

7. If you are running a business I would advise not giving your money to this company who appears not to care about their customers.

Update to my review:
8. 43 days and no receipt received

9. Update:

Thank you Shandra W. for your reply to this review:

Shandra W.
Executive Response Specialist
NewFold Digital

As NewFold Digital are the owners of BlueHost is it possible for me to make an official complaint about the BlueHost Escalation Team with you ?

10. Update:
53 Days no receipt issued","May 09, 2024",DE
"Terrible, I've ordered the domain and email after setting up the account it shows message ""You do not have any more mailboxes available"", lady on the chat answering messages after 5 minutes","June 26, 2024",GB
A very slow service - not responsive and created a lot of problems for my business,"June 24, 2024",NL
"Keeped on blocking me to login from Germany which I am located, with no reason and solution. Now switched to a different host company and working with them without login problem.","May 15, 2024",DE
"The absolute worst hosting company ever. There's not enough time to explain all that has been a complete waste of time and rip-off! Run Now! Before it's too late, in short, they broke the site and then blamed me, even trying to charge more to fix we transferred the domain so we are just waiting to move it 60-day hold. They are a complete SCAM!","June 25, 2024",US
"I became a Bluehost customer because a third party web building company misled me with a ""free website"" offer. The company implied they would build the website for me. They didn't. I was required to host with Bluehost as part of the deal. After a year of not having a site, I asked Bluehost if they would credit me for one year. I told them I would continue with them and get someone legit to build my site. Bluehost refused so hasta la vista.","June 02, 2024",US
"I have used Bluehost for several months now. I paid for an email address with my domain name. It worked for a few weeks and randomly disappeared from my account one day. In lieu of talking to customer service, I bought another email address. It has never worked. I've tried resetting the password from the admin page multiple times. It doesn't matter. I keep getting the same error messages. I've talked to customer service. They supposedly escalated the request because the support person I was on the phone with for quite some time couldn't fix it and had no idea what was wrong. I got an email from the escalated support person telling me to do everything I'd already done. I responded back that it didn't work. They never responded to my email. If the issue is not resolved this week, I am going to have to go to another domain. I do not recommend Bluehost because you do not get what you pay for and the support is useless. My website has also had some random glitches. For example, I've gone on there and all of my pictures are missing from the website. I'll go back a couple of days later, and they will return.","June 23, 2024",US
"Your Customer Support people Are TOP NOTCH. However, it is the WRONG-HEADED CHOICE from the President/CEO (Ultimately, this is the person who is responsible for making this decision) that I, nor any of Bluehost's customers, no longer have the ability to go into our accounts and look-up which domains have been charged for renewal, when it was done and how much it was for. I have called in several times just hoping that the previous customer support person was new and didn't know, but it was CONFIRMED TO ME after a couple of attempts, that I cannot do that. Each time I called, I was on the phone for at least 30+ minutes, and probably much longer because your Customer Support ARE GOOD PEOPLE and are trying to find the ability, the solution for me to go into my account and look up this info by probably contacting elder colleagues and eventually managers. Instead, I was told that I have to hold on to each renewal email that was sent to me (hopefully none of those emails hit my SPAM Folder) and refer back to them if I want to know that info so that I can appropriately label which domain and other expenses to designate to specific expense accounts. What kind of service provider would do that to their customers? Reduced service capabilities within our account, yet charge us more?
ALSO, I have noted that Bluehost has been increasing their domain renewals every year over the past several years...it seems...and it is wearing me out...and it is incentivizing me to consider moving to another reasonably priced service provider. I'm not looking for ""cheap"" because you get ""cheap"" service, but a rate that is more reasonable and lines up with the service that I get and expect from a service provider. I don't have a specific ""Date of Experience"", but this experience happened within the past 12 months when you ""updated"" your system and has really been nagging at me for a long time about this. I'm not going to list one of my domains with you, out of concern for retribution. If I'm wrong about not being able to go into my account and look at the renewal details that I had been getting before this ""UPDATE"", then you need to re-train ALL of your customer support personnel and send an email to ALL of your customers the instructions on how to EXACTLY go into our accounts and find these renewal details that we've had access to for years...
I have been a Bluehost customer for many years, about 15-20 years...you are the company that I got started with and have been with all of these years. I hope this review will help initiate change for management to re-look at account capabilities and even consider friendlier price point changes on renewals for domain names.
This has truly been and still is, a genuine experience. I have no ill-will towards Bluehost, nor have I been paid to give this review, it is under my own volition.","September 05, 2023",US
"Terrible service and help. Got passed around, no clear answer, and tried for escalation but never happened. I kept getting passed to level one tech support but definitely needed more support.

Instead of reading from a script, please think outside the box for technical help.

Also, in the end, BH couldn't support our website and it was ugly for a couple of days until I got external (read: NOT BH) tech support. I can't wait to move away from BH.","May 15, 2024",US
"You lost this customer after five years.. I got fed up with broken chats while I was trying to renew on a simpler basis during which you deleted all my pages. I also found it difficult to transfer to Godaddy, where I will have to rebuild all the pages you deleted.","June 14, 2024",PT
"You emailed me on May 14,2024 offering an ""auto backup"" feature to my account. I did not respond to this email. On 6-24-24 I called you inquiring about the $38.06 charge to my credit card on 5-14-24. Your representative explained that I hadn't replied verbally or via email refusing this option, therefore, is was added. I find this annoying and unethical. Since I hadn't called within 30 days, no money would be refunded. I hadn't received my credit card bill until after that time frame. I want a refund! Sara Brinkmann","May 14, 2024",US
"I regret to say that my experience with Bluehost has been extremely disappointing. Recently, my website was hacked, and despite my best efforts, I could not recover it. This has been a frustrating and disheartening ordeal.

Security Issues:
One of the primary reasons I chose Bluehost was for their supposed reliable security features. However, my website was hacked, causing significant data loss and disruption. It appears that the security measures in place were inadequate to prevent this breach.

Lack of Support:
When I reached out to Bluehost support for help, the response was far from satisfactory. The support team was slow to respond, and when they did, their solutions were generic and unhelpful. Despite multiple attempts, I was unable to get any meaningful assistance in recovering my site.

Data Recovery:
The most frustrating part of this experience was the inability to recover my website. Bluehost's backup services, which I assumed would be a safety net, proved to be unreliable. I found myself in a situation where all my content, design, and hard work were lost.

Rebuilding My Website:
Now, I am left with no choice but to rebuild my website from scratch. This is not only time-consuming but also mentally exhausting. The ordeal has significantly disrupted my business operations and caused me to lose trust in Bluehost as a hosting provider.

In conclusion, my experience with Bluehost has been nothing short of disappointing. The security vulnerabilities, lack of effective support, and unreliable backup services have all contributed to a highly negative experience. I would not recommend Bluehost to anyone looking for a dependable hosting provider. There are other options out there that prioritize customer security and support much better than Bluehost.","June 25, 2024",GB
i am so puzzled by this experience. i was not able to log into my account and ask for the representative to help me retrive my code or resend it to me. i've worked plenty in customer support so it shouldn't be a problem. but the rep kept asking odd questions and ask me to give HER the verification code which i don't have and for that reason exactly i contacted the support from the begin with,"June 25, 2024",IL
"The company's website is archaic and almost impossible to navigate. In addition, the message display blocks much of the home page, making it difficult to find or see other pages.","June 24, 2024",US
"PHP. BH doesn't automatically update PHP. The server uses outdated PHP as a standard (security risk). And get infected. For backup, they ask $149.99. They do not refund any money. Just not use this hosting provider.","June 23, 2024",GB
Hosting worked fine but support is full of clueless angry ind ns that try to sell you something all the time. Its also too expansive for this bad support.,"June 12, 2024",PL
"dismal service, nickle and dime you at the worst moment possible. enjoy the $150 because you lost $20,000 of yearly business across multiple accounts I manage. All other hosts will help you restore your site if anything happens, these guys charge you $150 for it. At the very least empower your managers to help your customers at least with a one time pass.

Onto migrating all my clients now. if you are new and looking for a trustworthy host stay clear of bluehost","June 20, 2024",US
"I recently encountered significant challenges with Bluehost regarding my website's migration and billing. After my subscription renewed, I contacted them for a domain migration, quoted at $100 for the domain and $150 for migration. I agreed and paid $250 total. Unexpectedly, I was also charged an additional $515 to restore my site to its original e-commerce functionality.

Upon addressing this mischarge, Bluehost admitted the error, agreeing to reinstate my site for 30 days and refund the $150 migration fee. They also assured me that they would refund the $515. After a few days, I received $350 and $150 as refunds. However, this was short of the full $515 by $165. When I followed up, they explained that some services in the $515 were non-refundable.

Feeling frustrated and misled, I was advised by a Bluehost representative to report the issue as fraud to my bank and was promised a follow-up by a manager, which never happened. After a week of no contact, I had to initiate the call myself. They still refused to process the remaining $165 refund, insisting they had resolved the issue by refunding $350.

This situation has placed a significant strain on my business, both financially and emotionally. Despite my patience and numerous discussions with customer service, I am left disappointed by Bluehost's handling of the matter and their lack of accountability.","June 21, 2024",US
"Customer service absolutely beyond useless. I have spent more than 4 hours trying to fix a simple problem with my domain, and I constantly have to repeat the whole issue. Each time the team promises to fix it, and then does nothing. I am unable to use my domain and they seem unable to fix ti.

Totally and utterly useless","June 21, 2024",CH
"This email hosting service took down our website, crashed our computer system, corrupted our whole email account, and our in house IT department could not even fix the damage. We are now having to pay outside help to rebuild everything. Soon as they redirected the DNS server number. It crashed everything. They were very nice and refunded our money. But I would not use this company ever again. Sorry for the bad review bluehost. But you just cost us a ton of money and headaches. So you deserve the bad review. This hurt us very bad.


UPDATE 6-28-2024. Their reply is a lie. They only redunded 60% of the money, and kept about 40% of the money. We cancelled within 3 days after the DNS SERVER code was changed. They refused to do a refund no matter how many times we pleaded with them, hence the angry review you are reading. We lost 10 years worth of documents and were never able to get them back. Very shady company, obvious liars. Run away from this company!!! You will run the risk of having your website, and email crash. Then when you cancel. You will not get all your money back. I hate these people. I will be leaving bad reviews on every website I can find to help warn other business.","June 12, 2024",US
"Awaful host, do not purchase it. You will not be able to install a site, you will get errors and gluck. Support is absolutelly helpless, they do not do anything.","June 20, 2024",UA
"Avoid it like the plague!! Despite Wordfence and other security plugins (and maintaining my sites up to date) my account got some malicious files due to outdated PHP. BH doesn't automatically update PHP. Server uses outdated PHP as standard (security risk)! I found out because the sites were constantly presenting 400 and 500 errors (white screen of death). Never a warning from BH. For over a month I asked/begged BH to please provide a backup restoration of my entire account because of the bad files. They refused to do so. Wanted me to pay around $140 per site for a service that has always been free, and I had over a dozen sites at the moment. BTW, I've been with BH for 12 years... Time to move on.
UPDATE June 26/24: BH never contacted me regarding this issue. Just a canned response from Marissa, Customer Advocate at Bluehost","June 13, 2024",US
"tier 1 level cannot solve my issue, and need me to say ""please escalate to your higher level"". in this case, incorrect limitation was set to my account which was not allowing me to create new subdomains. i lost my new customers for this case because i have to explain many reason to request bluehost to check that and finally i had to say ""please escalate to your higher level"" by myself not by agent.","June 11, 2024",TH
"Worst service provider ever, super laggy Cpanel with random lockouts. automatic services renewals without authorisation, useless help desk thatvtake forever to fix something. just lost 20k + because of their stupidity and bad service. Do your self a favor and go else where to host/manage your online business!!!","June 19, 2024",US
"There are other better web hosting services and this one isn't one of them. I purchased a product on the 3rd of June, I have no access to the services I purchased, no proof of payment was sent to email inbox or even verification email, when I contact customer service they can not resolve the issue neither are they willing to give the refund, they also pretend to follow up on negative reviews. Marissa didn't even lift up a finger to rectify anything.","June 19, 2024",ZA
"Auto renewed my domain on an expired card, refused to give a refund during cooling off period, despite legislation in the uk and USA to suggest I was entitled. Refused to remove my account and personal details. BEWARE OF AUTO RENEW! Expired card means nothing. I wouldn’t touch them with a barge pole and will be immediately cancelling my other subscriptions with them.","June 19, 2024",GB
"I am not sure why they would add this to their customer support but okay.

We are currently looking to move hosts because it is almost every month that we have our websites go down. They have continuously tried to blame me for the issue by saying my website is straining the server. I have shown them several times that we don't even touch even 5% of the processor power or memory we pay for. They refuse to migrate our sever box saying they don't have the ability to do it.","June 18, 2024",US
"Worst hosting company, my site loads and loads so does their cpanel - when they cant fix the problem they just abort the chat his name is Dhanush

Well done for dropping our chat and not fixing your slow very slow white screen cpanel and our website - he keeps on saying it is my connecting on 52mps

what a load of nonsense a cpanel that loads for 20min ???????????????????????????????????

Worst hosting company every - will be moving my client","June 18, 2024",ZA
"They continuously try to sell additional services for your web hosting by threatening with making your private user data (like your physical address and email) public unless you buy into those services.

Customer support has been terrible for me, and the user experience while working with the UI has been generally poor.

Will not use again.","June 17, 2024",ES
"I hosted my website with Bluehost...And there was no basic protection provided by Bluehost. All my website data and files were deleted and I was not even notified by BlueHost, Upon reaching to Support service they asked $149 to restore the backup, When I requested to escalate and asked to explain about this serious breach, the response has been nothing but shocking and utterly unprofessional.

The response from Bluehost stated that Website data has been deleted and advised me to build new Website. How does one expect such an organisation handle consumer data so irresponsibly?

Such a pathetic a Poor hosting service, There is absolutely no Customer service.

STAY AWAY PLEASE","June 15, 2024",AU
"I am unhappy with the Blue Host service.
I don't log in to the Blue Host homepage for a long time.
Domain update was not known.

If you were able to receive a notification email before updating the domain,
I would have canceled the automatic credit card transaction before the approval was completed.

It's my fault that I didn't know if the domain was updated,
Couldn't you have been a little more considerate for the customer?
I'm disappointed with the Blue Host service.","June 16, 2024",KR
"This is how these supporters of spammers and other criminals run their ""business"": (response to an abuse complaint regarding a massive brute force attack):

Delivery has failed to these recipients or groups:
abuse ""AT""bluehost.com
The recipient's mailbox is full and can't accept messages now. Please try resending your message later, or contact the recipient directly.","June 16, 2024",US
"I have used Bluehost for over 18 years. I have used them to host several business and personal websites. They used to be a great company with great customer service, but not anymore. In the past year, I have had nothing but problems with their support. One of my websites was built with Weebly which they stopped offering. So I switched to WordPress. The switch was a nightmare and the automated installer did not delete or rename any of my old Weebly files which rendered my site inaccessible. I spent 6 hours between chatting online or live with their support, and all I got was that it was not their problem because they are ""server admins"" and cannot and will not help me figure out what went wrong. I escalated my request to their higher support who were just as dismissive and unhelpful. This is not a way to treat customers especially when the issue took place using their installer.

There are a lot of great hosting providers out there. Bluehost is NO longer one of them. I plan to migrate my sites elsewhere. Shame on Bluehost for abandoning one of their loyal customers.","June 15, 2024",US
"I started a music website in 2021 selling Cd's and had links to videos and music. It was 26.60 a year. In April 2024 I received a bill on my credit card 16 days before my renewal date (it was on auto renew) for 488.16! When I inquired how it could go up so much, I was told that the first 3 years were discounted and I was now required to pay the full price. Just like a drug dealer, the idea is to have you get a following and then hit you with a huge increase once you have built site traffic. Very unethical! They were very good at refunding me, which was appreciated, but I had to close my website.","April 04, 2024",CA
"I was able to access my account for 1 month. I contacted the chat about 20 times and no one could do anything for me. There was one of the agents who didn't know anything, I had to end the chat because it was not useful at all. Even though this company doesn't exist or is a scam, they don't give you an answer to your problems. It started on May 3rd and ended on June 12th. I was able to work on my website for 1 month.","May 03, 2024",GT
"Bluehost misleads you thinking they are the web builder; they're not, just the host. Then they flip you to Word Press to build your site which IF I knew that from the start, I would have NEVER gone thru Bluehost because Word Press is a nightmare! Now I'm stuck for 60 days to transfer my domain.","March 28, 2024",US
Would not recommend service. The worst Hosting Experience I have been through. Recently purchased an a product via an Affiliate link. The system had a glitch or something No verification email or proof of purchase was sent to my email. So I have Blue host product without an account on Blue host. Took 2 hours with customer service plus filling in forms another 2 days and another 3 days to wait for the reply on the forms. The 30 day money guarantee misleading. I can not be refunded.,"June 14, 2024",ZA
"I used Bluehost exclusively for all client site hosting before 2016, when I retired. So, when I was asked to do some pro bono design in 2022, I immediately chose Bluehost hosting services.

Boy has it changed. They get you in the door with an incredible hosting price but nickel-and-dime you for additional services and service is not what it used to be.

Most recently, I received an email payment confirmation for a product I did not authorize. In working with Bluehost to resolve the issue and get a refund, both of my websites were deleted. This not only happened once but twice. It took nearly a month to finally resolve everything and get the refunds I thought were due me. Not all reps are knowledgeable and the services appear to be compartmentalized.

The use of my credit card without my authorization, the deletion of my websites, and the poor service was more than enough for me to move both websites and domain I'd had with Bluehost to a new hosting service.

I highly recommend steering clear of Bluehost. There are many other options available. Choose wisely.","May 08, 2024",US
"i am so disappointed in this service. it took me almost one month to acsses my account.. to renew domain.
they locked my account/ i was unable to reset password / that took 24 days with about 1-2h spending on online support chat every couple days . / after i sent my documents to prove identity they locked payment methods. that took me couple days to ,,whitelist`` account .. not recommend this provider","June 13, 2023",BA
Awful support! Horrible hosting site. Unhelpful! Spend your money and business elsewhere. They deleted my entire website and did not contact me! I was given the run around and will never use them again,"May 24, 2024",US
awful customer service. slow on chat and not clear in when they reply. awful!! lol lol lol,"June 13, 2024",GB
"My email was not working so I logged in yesterday and they told me they had to adjust the DNS records and that it could take 8-10 hours, today they are still not working and im told it could take days. I cant run my business with my emails not working ... i cant even log in to my software or social media because my emails are not working so my whole company is shut down until this is resolved. I understand propagating takes time, but 1. that should have been disclosed to me from the beginning and 2. DAYS to a business, especially a small business, can be severely detrimental Now i have to go through EVERY email and make sure they are working and then come back and have them all fixed and its going to be days... the person who helped me yesterday should have already checked the rest of them when they saw there was a problem. pls do better.","June 13, 2024",US
"After 8 years of being a Bluehost client, and having brought along more than 50 websites with me, and always having a great support, when real problems came, Bluehost resigned from its responsibilities: Instead of supporting me, the client, i am being constantly blackmailed to buy more products in exchange of a website backup that they obviously have! It is unfair, it is not legal but, above all, it is sad for me to check that afterall one cannot trust Bluehost","June 13, 2024",PT
"They are thieves no customer service nothing automated, I demand their business to be closed.

Overcharging delete them in service","June 13, 2024",TZ
"I wish I'd read all the bad reviews across multiple sites before I made my purchase. I paid for a year of a ""professional email account"" however this isn't the service I was provided with. My ""account"" at Bluehost states no email has been purchased even though the funds have been removed from my card. Appalling customer service and I wasn't provided with a refund OR an email account. Disgraceful company.","May 26, 2024",AU
"They said my website was a victim of malware and wanted $300 to fix it. I went to another host that had better, more affordable security.","May 31, 2024",US
Very pathetic support. The agents most of the time are not willing to help or don't even try to understand the problem. Resolve time is very lengthy. It take weeks and days to resolve a complain not hours. Left the service after 12 years. Changed the company,"May 11, 2024",PK
"The most unknowledgeable, incompetent, rude service I've ever encountered.

I can't even begin to describe how useless the staff are, to the point that my company will now be migrating to a different hosting service

If you want functionality or secure email, do not use bluehost","June 07, 2024",AU
I'm leaving Bluehost as they lost all my emails for 6 months and the support team couldn't figure out where to find the archives. Unfortunately it was a work email.,"June 07, 2024",US
"We started hosting with Bluehost a few years ago they seemed fine, as of mid 2022 we started to see a lot of service issues with email. We reported this to Bluehost and they stated that our IP was blocked, we explained that this was occurring from multiple IP's they blamed everyone from the ISP to the VPN. This company has the most UN-resourcefull and incompetent people I've ever dealt with, their corporate office has ignored our multiple attempts at communicating with them, and the call center are just looking to get you off the line. If you value your business take your hosting away from this company and research before dealing with any of their sister companies.","June 10, 2024",US
"Bluehost support agents almost erased my entire website and YEARS of work. They will also screw with your monthly storage limits and charge you for all tiers of their plans all within the same year. Tried charging me $1,100 in a year. Adios Bluehost. NEVER AGAIN.","June 10, 2024",US
"Bluehost has made a mess of the backend/dashboard resulting in a wide range of problems. Their tech support (particularly in chat) is incompetent. If you are willing to wait days and hours for them to escalate, they'll eventually fix what's broken, but not the way you want it. They are a mess!","March 13, 2024",US
"Bluehost is a problem, they billed me for two years after a bunch of lies on two accounts- I told them many times I don't need this and don't want it- zero help. Then I get in an emergency, apparently they deleted everything, no worries both accounts and hey pay us 300 usd for three websites. Smh- this company then goes ahead and everything impossible, swear Jesus could come down and make me sushi before these people would let up is how much an apparent miracle it was for them to upsell me another year...","June 11, 2024",US
"I messaged with someone regarding the the load delay. I provided all the notification errors I receive regarding slow load speed for the website. He/She could not duplicate it. Meanwhile, I have my entire family all over the country trying it and take 7 seconds to load (7s, not joking). I asked for help on Reddit and people overseas didn't have the delay. Anyhow, support took my name, number and said they'd get back to me. Well, you can guess how that went. No help. Slowest website award goes to me!","May 06, 2024",US
The salesperson told me I would be able to get some free tech support when I signed up. This was not true. I had to learn freepress and do not plan on renewing with them. I had previously used Ipage and they were great. Was told this company bought them out but could not buy new page subscription with my new company,"March 13, 2024",US
"Very bad service and repetitive responses as if I am talking to a robot. Moreover, I faced issues with the host, which caused the websites to go down! Every day, I contacted them regarding the issue, and as usual, they said the problem would be resolved within 8 hours. After 8 hours, nothing changed, and the last time, they closed the chat from their side without resolving my issue","June 11, 2024",IL
"I have been trying for almost a month to get everything set up. I switched from godaddy to them. The guy quoted me one price, I ended up pay over $400 and I still havnt gotten my email migrated or website. It's so much harder to get support than godaddy. They never keep their word. It's horrible for those who are not knowledgeable in this field. They have yet to call back to check. Customer service is horrible. The guy I originally spoke to never checked back or called. They never keep an eye on your account as they state. I also got the feeling from some reps as if they're not suppose to help me, I'm suppose to figure it out even after I paid. Even tho they have more services and it seems less expensive over time with Bluehost. I don't recommend at all until this issue has been resolved. It's too stressful especially when running a business.","June 03, 2024",US
"Terrible support, so bad I accepted losing the money to use another more expensive service after Bluehost couldn't even help to get an email address working. I spoke to 7 different support people over 2 months and still didn't work. I used another platform who got the email up and running in under 1 hour and been working perfectly for free. I will set up the hosting of my website with someone else thats for sure! Bluehost support is terrible, some can't even type in English and just paste a scriped response. Avoid avoid avoid","June 01, 2024",ES
"There is ABSOLUTELY no place on your site where we can reach out for support. Not even in newsletters. In contact us page there is lot of phone numbers to call. The norwegian number to Norway is NOT Bluehost support. It is to a car dealer in Norway.
My issue has been going on for many months. I had trouble with my account. Could not log in. Tried over and over again with new password. Suddenly, after maybe 6 months, i got an email with a link to ask them about this. The answer came: ""Your account is disabled."" Nothing about how to fix it, NOTHING!

---- Edit ----
You are writing you have sent me a request. You have not. This is just not good enough. You must add a ""Contact us"" page so we in fact contact you. No it is absolutely impossible!!! Facebook work though.","June 11, 2024",NO
I've been having email issues for months and each person claims to know the issue. I was told by one person that he would absolutely call me back and I never heard from him. I was assured by another person that someone from the team would email me. Never heard from them. I'm still having issues and just too exhausted to keep calling!,"June 05, 2024",US
"Bluehost customer support is useless. They automatically enrolled us in two factor to ""secure our account"" quite helpful as now nobody in our company can access it. This is not the first time we've had issues and their customer service reps just follow a script; but then they seem caught in a loop. Don't bother using them if you are hoping for any sort of support or reliability.

Update: Thank you for your reply. Just to clarify our last advice from BlueHost was to wait 24h and the problem would ""magically solve itself"".... surprisingly it has not self resolved and we STILL cannot access our account...

Update 2: Currently on hold with Bluehost. Waiting to speak to a manager to resolve the issue.

Update 3: We finally regained access to our website after 3 days of working with customer support. Thankfully we are into our account so we can transfer to a new provider. We waisted about 6 hours of labor fixing this issue. I suggest you review the call logs as the incompetence is astounding from the customer service reps... Hopefully we can stay in the account long enough to transfer the domain","June 08, 2024",CA
"Rude and slow client service, Incomplete Dashboard. It feels like they're actively trying to confuse users. You can only see the products that are close to renewal.","June 11, 2024",ZA
The absolute worst. Avoid them at all costs. I am so sorry I ever got involved with this company. Their customer support is the absolute worst. They are completely incompetent.,"June 11, 2024",US
"One star only because negative ten isn't available. Bluehost took my site offline with no warning nine months ago. Afterward they claimed an unused email on the account was spamming, and that all I had to do was reset passwords and contact customer service. They themselves spam so much and so frequently that the basic email on a major issue like this was lost in the flood of their junkmail. NINE months later and hundreds of hours with dozens customer service reps, the site is still blocked -- even though at the end of every chat session the rep claims the site 'will be active within hours.' They even had the nerve to charge me hundreds of dollars more for a renewal I didn't approve. I'm in discussion with lawyers to sue over breach of contract, negligence, and anything else I can find. This host site is a menace and I will never have anything to do with them or any business associated with them again.","June 10, 2024",US
"Bluehost emails seem like it stop working often. VERY UNSTABLE SO BEWARE IF EMAIL IS IMPORTANT TO YOUR BUSINESS. I spend more time trying to keep our email going than actually responding to received emails. Sad and WOULD NOT RECOMMEND. Lastly, their customer service is pretty bad. If the conversation isn't going well, they never send you the follow up survey questions. This guarantees they never get bad reviews. kind of scammy imo. Also, I asked them to speak in layman terms as I am not an admin, just a business owner trying to make our emails work. They didn't understand the phrase ""layman's terms"" which makes me believe English isn't their first language. Neither here nor there, just helpful if speaking technical terms to a non admin person.","June 08, 2024",US
"If they're incompetence with dealing with anything to do with abuse reports is anything to go by, so glad I'm not a customer of theirs.

I can't possibly put this into words how stupid this response is:
""Thanks for reaching out to us. I'm Rajesh, the compliance specialist, writing in response to your case regarding email issue. I understand your concern.

During my investigation, I have found that the domain xproject-dev.com MX records are not with us. To get this issue fixed please contact the email service provider of the domain. For more information you can check using the link :link to some nonsense about an MX record

Because we are not your email service provider, we would not be able to check the email issues on our end. We can troubleshoot email issues if the domain MX is pointed to our servers.


I hope this helps with your concern. Please let us know if you need further clarification or any assistance by submitting form at link to abuse form . We're happy to help you in any way we can.""

I wouldn't bother with this company even if they paid me to!","June 09, 2024",GB
